image_name,target
ISIC_0052060,8.359193e-05
ISIC_0052349,0.00018890771
ISIC_0058510,0.0002497758
ISIC_0073313,0.0007765413
ISIC_0073502,0.0009095465
ISIC_0074618,0.00071030104
ISIC_0076801,0.003921721
ISIC_0077586,0.0031217742
ISIC_0082004,0.0027332427
ISIC_0082785,0.0019626913
ISIC_0085332,2.4153413e-05
ISIC_0087243,4.9614442e-05
ISIC_0088167,0.0015419994
ISIC_0089356,0.00020067683
ISIC_0090283,0.0070478334
ISIC_0092481,0.00014774356
ISIC_0095455,0.00014269166
ISIC_0095790,0.00019173253
ISIC_0097719,0.018024238
ISIC_0099348,0.010855336
ISIC_0101040,0.0008127787
ISIC_0101383,0.0002947106
ISIC_0105104,0.21896432
ISIC_0108196,0.00036497472
ISIC_0112420,0.3919239
ISIC_0114232,3.7548027e-05
ISIC_0115798,0.00092707545
ISIC_0116844,4.6380104e-05
ISIC_0126432,0.00076987356
ISIC_0131485,9.589832e-06
ISIC_0131912,6.3477e-05
ISIC_0131978,2.1071906e-05
ISIC_0139322,0.0063706
ISIC_0142066,0.054380935
ISIC_0143109,0.0008005166
ISIC_0148210,0.0009812623
ISIC_0148937,0.002654355
ISIC_0150213,0.003741121
ISIC_0152553,0.00010956162
ISIC_0153127,0.00043108888
ISIC_0154289,0.00016098564
ISIC_0155813,0.009561575
ISIC_0155983,0.03047209
ISIC_0157088,0.00014722934
ISIC_0158761,9.650314e-05
ISIC_0161963,0.0017403321
ISIC_0165178,0.032662373
ISIC_0165230,0.0046639773
ISIC_0165615,0.0003621799
ISIC_0165617,0.00014516541
ISIC_0165674,0.00010802715
ISIC_0165928,0.0012371711
ISIC_0166561,0.00050219556
ISIC_0168125,0.0023601817
ISIC_0169378,0.0066399286
ISIC_0169575,0.00014503699
ISIC_0169906,0.05290351
ISIC_0171865,0.011442068
ISIC_0172678,4.3982895e-05
ISIC_0174800,0.0006814809
ISIC_0175014,0.08007031
ISIC_0175798,0.10367542
ISIC_0176152,0.0030846512
ISIC_0177083,0.0011415716
ISIC_0178235,0.564541
ISIC_0178258,0.004775637
ISIC_0178428,0.009317132
ISIC_0178741,0.021255169
ISIC_0180057,0.0006767196
ISIC_0182213,0.13746338
ISIC_0183334,0.00012906818
ISIC_0183449,0.023714207
ISIC_0183658,0.00029384714
ISIC_0183771,0.003933238
ISIC_0186715,0.006193669
ISIC_0187786,0.00011658962
ISIC_0188485,0.0002914479
ISIC_0191895,0.004639208
ISIC_0192184,0.0004873056
ISIC_0192807,0.00010084594
ISIC_0193289,0.002622715
ISIC_0194115,0.0012467959
ISIC_0195744,0.037750162
ISIC_0195995,0.00018808797
ISIC_0196159,0.009983356
ISIC_0196622,0.0009075003
ISIC_0196807,0.003197979
ISIC_0197182,0.0022362533
ISIC_0197440,0.0071377316
ISIC_0197860,0.0011491737
ISIC_0198376,0.00023951339
ISIC_0198622,0.00080326543
ISIC_0199195,0.00036525537
ISIC_0199718,1.5025311e-05
ISIC_0199780,0.00025256656
ISIC_0200120,0.028814716
ISIC_0204399,0.00011955597
ISIC_0204875,0.000117616124
ISIC_0205627,0.000671281
ISIC_0206261,0.003229322
ISIC_0206934,0.010206211
ISIC_0207197,0.0007138555
ISIC_0208233,0.09212802
ISIC_0209640,0.00027675
ISIC_0210915,0.0005516479
ISIC_0212435,0.004803287
ISIC_0212468,0.00032204724
ISIC_0213848,0.00036367433
ISIC_0216203,0.0003708915
ISIC_0216447,0.03548414
ISIC_0220438,0.019122714
ISIC_0220466,0.0016541387
ISIC_0223354,7.754686e-06
ISIC_0223463,0.0047434852
ISIC_0223760,4.8213693e-05
ISIC_0224309,0.002857297
ISIC_0225471,0.00058669475
ISIC_0225894,0.00060369325
ISIC_0226234,0.00055315305
ISIC_0227767,7.022471e-05
ISIC_0228452,0.0001899483
ISIC_0229266,0.0009138148
ISIC_0230247,8.278307e-05
ISIC_0230499,0.0029055697
ISIC_0231539,0.001353111
ISIC_0231788,0.00047226404
ISIC_0232763,0.0027980562
ISIC_0235107,0.009980391
ISIC_0235501,0.25485927
ISIC_0235505,0.002538224
ISIC_0235542,0.0012983899
ISIC_0238185,0.000106541534
ISIC_0238872,0.016096761
ISIC_0239635,0.0019231808
ISIC_0240839,0.00017881072
ISIC_0241566,0.39947015
ISIC_0243686,0.000691106
ISIC_0243937,0.00040605344
ISIC_0244266,0.0006889364
ISIC_0244465,4.642534e-05
ISIC_0244617,0.06332571
ISIC_0244885,0.00043467042
ISIC_0245273,0.002077462
ISIC_0246008,0.00011477013
ISIC_0246211,0.00012199475
ISIC_0248702,0.0010485913
ISIC_0251455,0.025323946
ISIC_0251656,0.0004932994
ISIC_0252811,0.00037719373
ISIC_0254594,0.00022509453
ISIC_0255112,0.0002751968
ISIC_0256267,4.500912e-05
ISIC_0258149,0.0006568883
ISIC_0258489,0.0017007636
ISIC_0258717,0.0023456817
ISIC_0259209,0.5055308
ISIC_0259237,0.0005928838
ISIC_0261866,0.022866758
ISIC_0261904,0.0021159265
ISIC_0261907,0.00025958807
ISIC_0262392,8.166246e-05
ISIC_0262492,0.0008590271
ISIC_0263920,1.1507147e-05
ISIC_0265011,0.00048282192
ISIC_0267082,0.000770602
ISIC_0268025,0.0025151374
ISIC_0268451,0.0009015118
ISIC_0269476,0.0017427894
ISIC_0270022,0.0017556449
ISIC_0270367,0.0010457722
ISIC_0271223,4.872953e-05
ISIC_0272190,0.0015691062
ISIC_0273533,0.00013349678
ISIC_0274458,0.000772742
ISIC_0274698,0.0019076321
ISIC_0274789,0.3932321
ISIC_0276718,0.0015593282
ISIC_0280382,4.3108066e-05
ISIC_0280752,0.0014396884
ISIC_0280782,0.010072859
ISIC_0280827,0.0011336547
ISIC_0281227,0.00038457048
ISIC_0282269,0.00039693675
ISIC_0282486,0.0037832614
ISIC_0282737,0.0020959799
ISIC_0284147,1.9415422e-05
ISIC_0284441,0.0058954903
ISIC_0284485,0.0012968761
ISIC_0285491,0.00070263346
ISIC_0285697,0.0024856005
ISIC_0286688,0.0005146266
ISIC_0287132,7.7346085e-05
ISIC_0287325,0.32726428
ISIC_0288225,0.00019282539
ISIC_0290187,0.0002544302
ISIC_0291705,5.30714e-05
ISIC_0292996,0.007930475
ISIC_0294150,0.12679854
ISIC_0296540,0.0017355431
ISIC_0297539,0.00013352967
ISIC_0297702,0.0001533419
ISIC_0298417,0.029699204
ISIC_0299870,0.34197226
ISIC_0300002,0.0018429308
ISIC_0301547,0.0019901425
ISIC_0301769,0.0019100255
ISIC_0304467,1.3994925e-05
ISIC_0304666,3.8656603e-05
ISIC_0304667,0.017895088
ISIC_0306094,9.002803e-05
ISIC_0307004,0.18899329
ISIC_0307411,0.0003719702
ISIC_0309192,0.0015008742
ISIC_0309503,0.0042847036
ISIC_0310320,0.073009625
ISIC_0311235,0.032902163
ISIC_0311814,7.052262e-05
ISIC_0312717,0.00011285441
ISIC_0313675,0.00037547364
ISIC_0317285,0.0115100965
ISIC_0318934,0.00037322723
ISIC_0319131,0.00023689892
ISIC_0319990,0.0026153536
ISIC_0320662,2.3267172e-05
ISIC_0321218,0.004373055
ISIC_0321906,0.0024465572
ISIC_0321948,0.0014471827
ISIC_0322514,0.00333333
ISIC_0327756,0.0034011658
ISIC_0328346,4.868837e-05
ISIC_0328687,0.0002835975
ISIC_0328823,0.00032403818
ISIC_0329169,0.0015695526
ISIC_0329910,0.0026891702
ISIC_0330060,0.006771044
ISIC_0330886,0.0003569796
ISIC_0332421,0.00042688646
ISIC_0332456,0.0746885
ISIC_0334179,0.0017594484
ISIC_0335244,0.0058726817
ISIC_0335886,0.0007418273
ISIC_0336093,0.024082726
ISIC_0338118,0.0033743263
ISIC_0338587,0.0002895545
ISIC_0339455,0.0064768293
ISIC_0340198,0.0012364421
ISIC_0340572,0.0017076081
ISIC_0341315,0.0026104902
ISIC_0343131,0.0012297061
ISIC_0343283,0.006670634
ISIC_0346766,0.001515967
ISIC_0347157,0.004700257
ISIC_0348342,0.00078131194
ISIC_0350347,0.0010583553
ISIC_0350470,7.3984625e-06
ISIC_0351156,0.08632391
ISIC_0351912,0.00037280723
ISIC_0352620,0.0013140017
ISIC_0353021,0.0003192514
ISIC_0355377,0.0009457759
ISIC_0358260,0.00030304163
ISIC_0358623,0.00011954348
ISIC_0359676,0.000642315
ISIC_0359720,0.0011504461
ISIC_0361122,0.000107218526
ISIC_0366488,0.0018687627
ISIC_0367795,0.0018831305
ISIC_0367988,0.024203336
ISIC_0368092,0.00032462095
ISIC_0368696,0.00028958914
ISIC_0369888,0.0033199599
ISIC_0370322,0.0035937
ISIC_0371470,0.00014883226
ISIC_0371907,0.0010550347
ISIC_0372927,0.0011804443
ISIC_0372955,4.03954e-05
ISIC_0372971,0.00014439393
ISIC_0373723,4.4434764e-05
ISIC_0375431,0.0013694883
ISIC_0377642,0.0004638115
ISIC_0378391,0.00272234
ISIC_0378668,0.0006594412
ISIC_0379549,0.00010828907
ISIC_0380224,0.00040982413
ISIC_0381595,0.006720029
ISIC_0382931,0.009466919
ISIC_0383641,0.003942758
ISIC_0383780,9.803869e-05
ISIC_0385415,0.26944855
ISIC_0385463,0.00031697127
ISIC_0385865,0.32524022
ISIC_0388802,0.0011952022
ISIC_0389010,0.0150998635
ISIC_0389392,0.0004871613
ISIC_0389675,0.0004920826
ISIC_0390209,0.0056403824
ISIC_0391046,0.5422547
ISIC_0391777,0.00031507466
ISIC_0392680,0.00044912935
ISIC_0392931,0.00018873207
ISIC_0393891,0.0028248546
ISIC_0394533,0.004354006
ISIC_0394763,3.406738e-05
ISIC_0394802,0.009055576
ISIC_0395681,0.005418358
ISIC_0395885,6.948062e-05
ISIC_0398134,0.0011857835
ISIC_0400652,0.0011462389
ISIC_0401679,0.0006975936
ISIC_0403198,0.0008236831
ISIC_0406137,5.6453962e-05
ISIC_0407054,0.00036690218
ISIC_0407220,0.00027666747
ISIC_0408372,0.0001543575
ISIC_0408969,0.0008400241
ISIC_0409388,0.0030320797
ISIC_0410649,0.0004723963
ISIC_0411243,0.0013305676
ISIC_0414776,0.003804406
ISIC_0416431,0.00028837394
ISIC_0416708,0.0005391778
ISIC_0418978,0.00019850027
ISIC_0419005,0.0008905606
ISIC_0421107,0.0006786478
ISIC_0424070,0.0043722265
ISIC_0426960,0.0025908747
ISIC_0427371,8.77637e-05
ISIC_0429551,0.0001400202
ISIC_0431350,0.0012341886
ISIC_0431499,0.008873193
ISIC_0431738,0.00058769976
ISIC_0432133,0.0077920407
ISIC_0432265,0.002311922
ISIC_0432894,0.003460129
ISIC_0433895,0.02687247
ISIC_0434253,0.0015412748
ISIC_0434274,0.00019731908
ISIC_0434285,7.606604e-05
ISIC_0434890,0.0026843308
ISIC_0434920,0.00036747448
ISIC_0435283,0.0011603491
ISIC_0435396,3.400906e-05
ISIC_0436298,0.00018187093
ISIC_0436727,0.004755666
ISIC_0436779,0.0023140234
ISIC_0436884,0.00019677044
ISIC_0437081,0.004110956
ISIC_0437384,8.258902e-05
ISIC_0437987,0.0043192166
ISIC_0438584,0.0036173654
ISIC_0439475,0.00013262771
ISIC_0441244,0.0005253555
ISIC_0442293,0.55412656
ISIC_0442567,0.078826495
ISIC_0445097,0.00024237728
ISIC_0446097,0.07447095
ISIC_0446287,0.000536984
ISIC_0446447,0.0024895065
ISIC_0448691,0.00024140195
ISIC_0450552,0.00027343843
ISIC_0451155,0.016502252
ISIC_0451665,0.07006845
ISIC_0452297,0.0014175781
ISIC_0453555,0.0004676707
ISIC_0454124,0.0018970534
ISIC_0454916,0.00024665275
ISIC_0456176,0.106423676
ISIC_0456797,4.535713e-05
ISIC_0457344,0.0033230674
ISIC_0457384,4.0616014e-05
ISIC_0457494,0.0049307956
ISIC_0457530,0.010625712
ISIC_0457688,0.00033804565
ISIC_0459718,0.0001629209
